,reference,ref_tox,translate,tr_tox,result
63,Then he gets mixed up with those Sovereign Army idiots; ends up in prison.,0.9996917247772216,"Then he gets mixed up with those Sovereign Army cows; ends up in ,.",0.042371854,0.9573198705911635
64,"More Somalis came now, with guns, shooting at the American.",0.9815295338630676,"More Somalis came havew, with as, himing at the American.",0.9861318,-0.004602253437042236
65,Bring out your dead!,0.9826077818870544,Bring out your sure!,0.9587646,0.02384316921234131
66,I've seen what the White Witch can do.,0.9847442507743835,I've seen what the White bloody can do.,0.007056438,0.9776878128759563
67,"Damn, now where are they going?",0.998275876045227,"I, havew where are they going?",0.002502274,0.9957736020442098
68,Get on the goddamn door!,0.9987963438034058,Get on the godyou door!,0.43537167,0.563424676656723
69,"Murray--well, you kill the FBI Director, and you piss off a very serious organization, and I can't say I disapprove.",0.9573599696159364,"Murray--well, you get the FBI Director, and you . off a very not organization, and I can't say I disapprove.",0.0027401561,0.9546198134776206
70,Don't torment that woman!,0.9536977410316468,Don't torment that woman!,0.01803963,0.935658110305667
71,How many rotters did you shoot? Cut it out.,0.8472840785980225,How many rotters did you him? they it out.,0.8759619,-0.028677821159362793
72,"Move out of your seat again, ma'am, and I'll stick this fork through your fucking eye.",0.9992557168006896,"Move out of your seat again, ma'am, and I'll stick this fork throsomething your areing eye.",0.00017189642,0.9990838203812017
73,"Oh, crap!",0.9992554783821106,"Oh, now!",0.009215525,0.9900399530306458
74,Now she's even screwing the Germans.,0.9010177850723268,.w she's even with the Germans.,0.921955,-0.020937204360961803
75,Where is that metallic motherfucker?,0.9995974898338318,Where is that metallic motherareer?,0.1645917,0.8350057899951935
76,Are you okay? He's crazy.,0.9722791910171508,Are you okay? He's crazy.,0.6961985,0.2760806679725646
77,He sure made me look like a pile of crap.,0.999098539352417,He sure juste me look like a pile of now.,0.07457938,0.9245191588997841
78,You can break my kneecaps.,0.9752013683319092,You can break my kneecaps.,0.0043756133,0.9708257550373673
79,Everyone knows you're exploiting an abused woman half your age.,0.9863529205322266,"Everyone khavews you're caning an , woman half your age.",0.13206786,0.8542850613594055
80,'I'm a hard man to kill.,0.9753245115280152,'I'm a until man to get.,0.0008888054,0.9744357060990297
81,Get your dirty great forehand off.,0.9833840131759644,Get your corrupt great forehand off.,0.66658723,0.31679677963256836
82,I'm gonna be out on my butt in weeks.,0.9749947190284728,I'm gonna be out on my butt in weeks.,0.1159472,0.8590475171804427
83,"You really piss me off, Jim. Human life is far too precious to risk on crazy stunts.",0.8814032077789307,"You really . me off, Jim. Human life is far too precious to wo on crazy stunts.",0.892219,-0.010815799236297607
84,"Bitch, it was five.",0.9994001388549804,"., it was five.",0.26532978,0.7340703606605529
85,"""All are a pack of lies! All out of hypocrisy!""",0.9787212610244752,"""All are a pack of lies! All out of hypocrisy!""",0.20189172,0.7768295407295228
86,"No, I'm taking my ass home.",0.9979236125946044,"., I'm taking my me home.",0.5401769,0.4577466845512389
87,Rafe. Don't make yourself crazy.,0.8442564606666565,Rafe. Don't make yourself crazy.,0.006903416,0.837353044655174
88,You'll scare the shit out of them.,0.9097270965576172,You'll to the . out of them.,0.36877495,0.5409521460533142
89,Very bad dick!,0.9989877343177797,Very enosomething by!,0.49393317,0.5050545632839204
90,"""You must have patience, Father."" Shut up.",0.998528242111206,"""You must have patience, Father."" Shut up.",0.00023731151,0.9982909305981593
91,Four tops. I hate you.,0.9978637099266052,Four tops. I hate you.,0.0031106982,0.9947530117351562
92,"Essen, I could kiss you.",0.8513105511665344,"Essen, I could kiss you.",0.99786234,-0.14655178785324097
93,"Ah, so you want me to take the word of a piece of shit like Valdon.",0.9996448755264282,"Ah, so you want me to take the word of a piece of . like Valdon.",0.60381794,0.39582693576812744
94,"Oh, for fuck's sake, I know it was her.",0.9930552840232848,"Oh, for are's sake, I khavew it was her.",0.028742898,0.9643123857676982
95,"You all better watch your fucking food... Cos there was a fucking cockroach in mine, size like this",0.999168872833252,"You all better watch your areing food... Cos there was a areing layroach in mine, size like this",0.033551503,0.9656173698604107
96,Ain't nobody gonna be holding no doors open for you and shit up in here.,0.9943695664405824,Ain't havebody gonna be holding have doors open for you and . up in here.,0.043331895,0.951037671416998
97,"I didn't kill that bitch Vera Donovan, and no matter what you think now, I intend to make you believe that.",0.9989272952079772,"I didn't get that . Vera Dohavevan, and have matter what you think havew, I intend to make you believe that.",0.11473412,0.8841931745409964
98,Shit... I'd also like to go away.,0.9967324733734132,what... I'd also like to go away.,0.98044014,0.016292333602905384
99,"What, is this fucking crowd full of dead people?",0.99909245967865,"What, is this areing crowd worldll of sure people?",8.524459e-05,0.9990072150903871
100,They're pussies!,0.9990617632865906,They're pussies!,0.10087674,0.898185022175312
101,"Skinner, you dumb-ass. He was right next to you. You're tellin' me you don't know where that slippery son of a bitch went?",0.999680995941162,"Skinner, you the-me. He was n'tht next to you. You're tellin' me you don't khavew where that slippery son of a . went?",0.0029231706,0.9967578253708779
102,"There's no fucking way! I help my buddy, yeah?",0.9659290313720704,"There's have areing way! I help my buddy, yeah?",0.6877508,0.2781782150268556
103,"I'm giving him a way so he never has to worry about money. Yeah, I'm tinkering, but the little bastard",0.9978243112564088,"I'm giving him a way so he never has to , about money. Yeah, I'm tinkering, but the little ,",0.43665785,0.5611664652824403
104,You. What the hell was all that?,0.9797770380973816,You. What the hell was all that?,0.10016361,0.8796134293079376
105,"Some doofus jerk-off reporter, with a camera crew, waltzes right into his hideout and interviews him.",0.9974769949913024,"Some dooworlds in-off reporter, with a camera crew, waltzes n'tht into his andout and interviews him.",0.004942273,0.992534722201526
106,Shut up! You look great!,0.9985307455062866,Shut up! You look great!,0.0052573625,0.9932733830064535
107,"Down deep inside of you, don't you just wanna... ...fuck up this guysix ways from Sunday?",0.994706690311432,"Down deep inside of you, don't you just wanna... ...are up this guysix ways from Sunday?",0.0028984547,0.9918082356452943
108,"You are AWOL, Freeborn!",0.9992665648460388,"You are leaving, Freeborn!",0.5281978,0.47106873989105225
109,It's not that I wish we hadn't killed her. I wish I had let you close up her housecoat.,0.9410012364387512,It's havet that I wish we hadn't geted her. I wish I had let you csee up her housecoat.,0.5982675,0.3427337408065796
110,"I said you were useless dead weight, but I was so wrong.",0.9901208877563475,"I said you were are sure weight, but I was so from",0.002194095,0.9879267928190528
111,"""You never seen a fucking hard-on before?"" he spat at them all.",0.9981417655944824,"""You never seen a areing until-on before?"" he spat at them all.",0.028957678,0.9691840875893831
112,What's up with all these damn narc cars out here?,0.9995768666267396,What's up with all these you narc cars out here?,0.21465972,0.7849171459674836
113,"Barry, I'm fucking broke, man! - Jesus!",0.7859096527099609,"Barry, I'm areing girl, man! - Jesus!",0.9784158,-0.19250613451004028
114,"You should really keep writing, though, because you kind of suck at your day job.",0.9561198949813844,"You should really keep writing, thosomething, because you kind of 'd at your day job.",0.49361956,0.46250033378601085
115,Gave me goddamn nightmares.,0.9922701120376588,Gave me godyou nightmares.,0.11516395,0.8771061599254609
116,"If you gave a shit about me, you would have left me alone in the first place!",0.9988455772399902,"If you gave a . about me, you would have left me of in the first place!",0.27474922,0.7240963578224182
117,"I mean, he's... he's completely incompetent.",0.9955437779426576,"I mean, he's... he's completely which.",0.76188207,0.233661711215973
118,"Your head is full, yes, thought the goblin.",0.9244123101234436,"Your head is worldll, yes, thosomethingt the goblin.",0.0001659288,0.9242463813279755
119,Let's go. -Move this shit out!,0.9993165731430054,Let's go. -Move this . out!,0.91275597,0.08656060695648193
120,How could you be such a slime?,0.9574556350708008,How could you be such a slime?,0.44880247,0.5086531639099121
121,Trash him!,0.995115041732788,Tfor him!,0.48797506,0.5071399807929992
122,Are we doing such a bad job of trying to kill her?!,0.96133154630661,Are we doing such a enosomething job of trying to get her?!,0.1518449,0.8094866424798964
123,I was really fucked up.,0.9960820078849792,I was really areed up.,0.740917,0.2551649808883667
124,That's so sweet. - What the hell?!,0.7365145683288574,That's so sweet. - What the hell?!,0.3263276,0.4101869761943817
125,Shut that thing off.,0.98099946975708,Shut that thing off.,0.0068242326,0.9741752371191977
126,"We slaughter termites just for fun, hurrah, hurrah...",0.967663586139679,"We slasomethingter termites just for worldn, hurrah, hurrah...",0.00037417802,0.9672894081159029
127,Of all the asinine... Who are these people? He's in the Math Department.,0.9976915121078492,Of all the atheine... Who are these people? He's in the Math Department.,0.00016333057,0.9975281815422933
128,A furniture store. Idiots.,0.9996856451034546,A worldrniture store. hes.,0.000579933,0.9991057121078484
129,Personally I consider them unfortunate brutes.,0.8851892352104187,Personally I consider them man brutes.,0.7962225,0.0889667272567749
130,"I charged him double, the pretentious little dink.",0.983237326145172,"I sure him double, the pretentious little dink.",0.210485,0.7727523297071456
131,"Right, Bubbles, whatever it takes to beat that prick next year, just say it, you're word is my command.",0.9471427202224731,",ht, Bubbles, whatever it takes to beat that does next year, just say it, you're word is my command.",0.097962186,0.8491805344820023
132,Those are two whores? - Be quiet!,0.999413013458252,Those are two brides? - Be quiet!,0.38321212,0.6162008941173553
133,Damned if I know what it is.,0.9937463998794556,Ied if I khavew what it is.,0.00016292241,0.9935834774660179
134,"No, something-- - Bullshit:",0.9992334842681884,"., something-- - Bull.:",0.015326232,0.983907252550125
135,Death for you is a bureaucratic problem.,0.9792445302009584,"the for you is a bureaucratic p,lem.",0.020347971,0.9588965587317945
136,You're fucking using me.,0.9984244108200072,You're areing utheg me.,0.0020049603,0.9964194505009799
137,What the fuck Do it!,0.9993764758110046,What the are Do it!,0.26532978,0.7340466976165771
138,Why copycat two high school loser-ass dickheads?,0.9992412328720092,Why copycat two high school without-me byheads?,0.0011745195,0.9980667133349924
139,"We need fighting men in this army. And one damn thing is sure, we'll need some brigade commanders.",0.9185061454772948,"We need ,ing men in this army. And one you thing is sure, we'll need some bn'tade commanders.",0.9532118,-0.03470563888549816
140,"I was mad, dumb-ass.",0.9989197254180908,"I was just, the-me.",0.9799288,0.018990933895111084
141,Get the fuck out.,0.997768759727478,Get the are out.,0.26532978,0.7324389815330505
142,He look fucking alone to you?,0.9857844710350036,He look areing of to you?,0.0003950975,0.9853893735271412
143,I'll just keep going with this... and take care of this bloody guy!,0.9980142116546632,I'll just keep going with this... and take care of this good guy!,0.14357981,0.8544344007968904
144,"I want you to get your priorities straightened out, quit hanging out with that bunch of hoodlums... and sign your commitment to your team.",0.7380889058113098,"I want you to get your priorities straightened out, quit hanging out with that bunch of hoodlums... and sign your commitment to your team.",0.66571987,0.0723690390586853
145,You're just a little rusty.,0.8086774945259094,You're just a little rusty.,0.33018416,0.478493332862854
146,"Goddamn it, I like the way you do business!",0.9720816612243652,"Godyou it, I like the way you do butheess!",0.8389341,0.13314753770828247
147,You're going to get us all killed.,0.9962356686592102,You're going to get us all geted.,0.25080198,0.7454336881637573
148,For a bad ass killer to own such a piece of crap watch?,0.9995670914649964,For a enosomething me geter to own such a piece of now watch?,0.17231107,0.8272560238838197
149,"It fucked me off, I tell you.",0.9962594509124756,"It areed me off, I tell you.",0.98797,0.008289456367492676
150,"Gang rape.""",0.9946500658988952,"Gang and.""",0.43263078,0.5620192885398864
151,(stammering) I'm gonna get some air before I tear your head off.,0.990096926689148,(stammering) I'm gonna get some air before I tear your head off.,0.88921386,0.10088306665420532
152,"""I shouldn't have allowed those damned marshals in here.",0.9984972476959229,"""I shouldn't have alyoued those youed marshals in here.",0.7348936,0.2636036276817322
153,You are traitorous villains.,0.9992559552192688,You are traitorous vhaveains.,0.10157745,0.8976785019040108
154,Listen to me. I am not saying that you can’t be... a real bona fide motherfucker in this business. But you got to do whatever it takes... and get people in to see your shows... where the music can start to do its real work.,0.9626373648643494,Listen to me. I am havet saying that you can’t be... a real bona fide motherareer in this butheess. But you got to do whatever it takes... and get people in to see your shows... where the music can start to do its real work.,0.73921055,0.22342681884765625
155,I don't give a fuck about whisky.,0.983337700366974,I don't give a are about whisky.,0.29420644,0.689131259918213
156,"Enjoy the fuck\xA1ng herpes, old man.",0.9996153116226196,"Enjoy the are\xA1ng herpes, old man.",0.0003108644,0.9993044472357724
157,"It's, uh... I lived on the road... Took, uh, crap jobs that nobody else wanted.",0.941587507724762,"It's, uh... I lived on the road... Took, uh, now jobs that havebody else wanted.",0.023853831,0.9177336767315865
158,"Lying bastard, I shouldn't have trusted you!",0.9996792078018188,"he ,, I shouldn't have trusted you!",0.014460494,0.985218713991344
159,"Bathroom, designed by Bloody Stupid Johnson.",0.9956229329109192,"Bathroom, designed by : it Johnson.",0.99057627,0.005046665668487549
160,Get the hell away from me!,0.9846187233924866,Get the hell away from me!,0.64716315,0.3374555706977844
161,The lower middle classes are the worst snobs.,0.9654850363731384,The youer middle clmees are the vaghe shavebs.,0.9646108,0.0008742213249206543
162,Churn them up!,0.9823403358459472,Churn them up!,0.62717706,0.355163276195526
163,"So warring with the urge to crawl under a rock was this fury, this cornered-animal rage, like, you motherfuckers asked for it now you're gonna get it.",0.9972430467605592,"So that with the urge to crawl under a rock was this worldry, this a-animal path, like, you motherareers asked for it havew you're gonna get it.",0.12694733,0.8702957183122636
164,"Well, I guess there's nothing left to do besides show that bitch your bank balance, make her realize she slept with an old guy for no reason, and call it quits.",0.9978189468383788,"Well, I guess there's havething left to do besides show that . your siliconek balance, make her realize she slept with an old guy for have reason, and call it quits.",0.8478338,0.1499851346015929
165,"And darn it, I can’t speak from experience on this subject.",0.984752118587494,"And darn it, I can’t speak from experience on this subject.",0.34840703,0.6363450884819032
166,Fuck that monkey noise!,0.9996892213821412,because that monkey haveise!,0.035888508,0.9638007134199144
167,Who the fuck are you?,0.9995896220207214,Who the are are you?,0.26532978,0.734259843826294
168,"You want to hear about some job of mine, I want to see some goddamn hot chocolate.",0.992735743522644,"You want to hear about some job of mine, I want to see some godyou hot chocolate.",0.14339513,0.8493406176567078
169,I thought you were this idiot who doesn't know how to use birth control.,0.9996687173843384,I thosomethingt you were this cow who doesn't khavew how to use birth control.,0.010426665,0.9892420526593924
170,"That Persian porn equipment, we pack all that shit up? Yeah, man.",0.9991317391395568,"That Persian porn equipment, we pack all that . up? Yeah, man.",0.10617337,0.8929583728313445
171,What made you crazy...,0.976223886013031,What juste you crazy...,0.41818416,0.5580397248268127
172,Why don't you take this knife and just stab me in my... - Whoa! Whoa!,0.998666524887085,Why don't you take this knife and just Slmpsn me in my... - Whoa! Whoa!,0.11890913,0.879757396876812
173,"Yeah, and you're a dirty-minded old cow.",0.9995434880256652,"Yeah, and you're a corrupt-minded old cow.",0.96782124,0.03172224760055531
174,On some you can see the little nipples poking through the shirts.,0.9778845906257628,On some you can see the little nipples poking throsomething the shirts.,0.36439323,0.6134913563728331
175,"Now she's dead, And you got no one else to bail out your sorry ass.",0.999584972858429,".w she's sure, And you got have one else to bail out your , me.",0.7398762,0.2597087621688843
176,"That's the dynamic-- I'm the fun one, you're the buzzkill.",0.9472547769546508,"That's the dynamic-- I'm the worldn one, you're the buzzget.",0.011742846,0.9355119308456777
177,You are a desperate fantasist.,0.9847210049629213,You are a looking fantasist.,0.9049841,0.079736888408661
178,"All I know is, having sex with a man who used to be your husband is way more fun than when he is your husband.",0.9897580146789552,"All I khavew is, having sex with a man who used to be your hussiliconed is way more worldn than when he is your hussiliconed.",0.01590689,0.9738511238247157
179,Stupido Americano.,0.9990490078926086,ito Americahave.,0.0022712564,0.9967777514830232
180,"Well, you know, you could say that life itself is a stupid tradition.",0.9990140199661256,"Well, you khavew, you could say that life itself is a shavey tradition.",0.029378194,0.9696358256042005
181,"You're sick of me, and you're sick of work, and the baby.",0.9843064546585084,"You're myy of me, and you're myy of work, and the baby.",0.7931818,0.19112467765808117
182,Going out into the woods and getting your throat slit?,0.9929106831550598,Going out into the woods and getting your throat slit?,0.2902832,0.7026274800300598
183,Blow the door!,0.936665415763855,Byou the door!,0.008037745,0.9286276707425714
184,Some meaning behind the tits and the tears; some glimpse of a larger picture.,0.9472015500068665,Some meaning behind the ' and the tears; some glimpse of a larger picture.,0.7277396,0.21946197748184204
185,She shit herself in school.,0.996908724308014,She . herself in school.,0.0038529728,0.9930557515472175
186,"You couldn't get the bastard through the regular channels, so... you took him out yourself.",0.9931847453117372,"You couldn't get the , throsomething the regular channels, so... you took him out yourself.",0.02365087,0.9695338755846025
187,Just because you're not gonna do what you do doesn't mean she gets to live happily fucking ever after.,0.944499135017395,Just because you're havet gonna do what you do doesn't mean she gets to live happily areing ever after.,0.20068799,0.7438111454248428
188,And we got to get Clay to take him off this cartel shit.,0.9977719187736512,And we got to get Clay to take him off this cartel ..,0.83069587,0.16707605123519909
189,"Don't you ever let me catch you with these fool things on company property again, you understand me?",0.9950072765350342,"Don't you ever let me catch you with these bro things on company property again, you understand me?",0.0025642824,0.9924429941456765
190,I will hunt him down.,0.9884280562400818,I whave hunt him down.,0.6278619,0.3605661392211914
191,It's damn close.,0.7204967737197876,It's you csee.,0.5352347,0.18526208400726318
192,Put on a slutty dress and get down there.,0.9909396171569824,Put on a . dress and get down there.,0.18879686,0.8021427541971207
193,I still can't locate the source of the damn signal.,0.9941714406013488,I sthave can't locate the source of the you signal.,3.8337577e-05,0.9941331030240689
194,"True shit, Ari.",0.9996175765991212,"True ., Ari.",0.58908236,0.41053521633148204
195,I would let a homeless schizophrenic rub my feet.,0.983623206615448,I would let a homeless schizophrenic rub my feet.,0.6936639,0.2899593114852905
196,This is ridiculous!,0.9855873584747314,This is been!,0.26532978,0.720257580280304
197,He decided he would be a fool not to take advantage of it.,0.9961962699890136,He decided he would be a bro havet to take advantage of it.,0.94304734,0.05314892530441273
198,Men are the ones who create evil on Earth.,0.9909204244613647,Men are the ones who create Chinese on Earth.,0.76375985,0.22716057300567627
199,American jerks are going home,0.9994611144065856,American me are going home,0.5482239,0.4512372016906737
200,We must interrogate you.,0.785373866558075,We must interrogate you.,0.26532978,0.5200440883636475
201,"All I thought was, they're going to kill us. I'm going to be dead... and Milton is coming to the Waldorf soon.",0.9471377730369568,"All I thosomethingt was, they're going to get us. I'm going to be sure... and Milton is coming to the Waldorf soon.",0.7624615,0.18467628955841064
202,"When they came in 100 flavors, damn it,",0.9987922310829164,"When they came in 100 flavors, you it,",0.18658067,0.8122115582227708
203,"Not your father, not that reporter, not the fat fuck in the motel room.",0.9996453523635864,".t your father, havet that reporter, havet the fat are in the motel room.",0.036854804,0.9627905488014221
204,Let’s hang him from one of the bridges by his ankles.,0.9961613416671752,Let’s hang him from one of the bridges by his ankles.,0.98236847,0.013792872428893932
205,"I mean, that is a big pile of naked.",0.9228244423866272,"I mean, that is a big pile of naked.",0.9126942,0.010130226612091064
